Unnamed: 0,recipe,nutrition,value
34485,"Smoothie grapefruit, blauwe bes, gember en wortel",vezels,4 g
34486,"Yoghurtsmoothie met havermout, banaan en aardbei",energie,265 kcal
34487,"Yoghurtsmoothie met havermout, banaan en aardbei",koolhydraten,42 g
34488,"Yoghurtsmoothie met havermout, banaan en aardbei",natrium,80 mg
34489,"Yoghurtsmoothie met havermout, banaan en aardbei",eiwit,10 g
34490,"Yoghurtsmoothie met havermout, banaan en aardbei",vet,5 g
34491,"Yoghurtsmoothie met havermout, banaan en aardbei",waarvan verzadigd,2 g
34492,"Yoghurtsmoothie met havermout, banaan en aardbei",vezels,4 g
34493,Eggs Rothko,energie,255 kcal
34494,Eggs Rothko,koolhydraten,18 g
34495,Eggs Rothko,natrium,275 mg
34496,Eggs Rothko,eiwit,9 g
34497,Eggs Rothko,vet,16 g
34498,Eggs Rothko,waarvan verzadigd,8 g
34499,Eggs Rothko,vezels,2 g
34500,Schelvis met stroop en spek,energie,545 kcal
34501,Schelvis met stroop en spek,koolhydraten,48 g
34502,Schelvis met stroop en spek,natrium,885 mg
34503,Schelvis met stroop en spek,eiwit,29 g
34504,Schelvis met stroop en spek,vet,24 g
34505,Schelvis met stroop en spek,waarvan verzadigd,12 g
34506,Schelvis met stroop en spek,vezels,8 g
34507,Snelle panzanella met gerookte kip,energie,725 kcal
34508,Snelle panzanella met gerookte kip,koolhydraten,120 g
34509,Snelle panzanella met gerookte kip,natrium,2330 mg
34510,Snelle panzanella met gerookte kip,eiwit,30 g
34511,Snelle panzanella met gerookte kip,vet,10 g
34512,Snelle panzanella met gerookte kip,waarvan verzadigd,2 g
34513,Snelle panzanella met gerookte kip,vezels,15 g
34514,Omelet met groene asperges,energie,840 kcal
34515,Omelet met groene asperges,koolhydraten,37 g
34516,Omelet met groene asperges,natrium,815 mg
34517,Omelet met groene asperges,eiwit,35 g
34518,Omelet met groene asperges,vet,27 g
34519,Omelet met groene asperges,waarvan verzadigd,11 g
34520,Omelet met groene asperges,vezels,8 g
34521,Farfalle met venkel &amp; blauwe kaas,energie,555 kcal
34522,Farfalle met venkel &amp; blauwe kaas,koolhydraten,63 g
34523,Farfalle met venkel &amp; blauwe kaas,natrium,850 mg
34524,Farfalle met venkel &amp; blauwe kaas,eiwit,17 g
34525,Farfalle met venkel &amp; blauwe kaas,vet,25 g
34526,Farfalle met venkel &amp; blauwe kaas,waarvan verzadigd,12 g
34527,Farfalle met venkel &amp; blauwe kaas,vezels,6 g
34528,Oosterse mie met krokante speklapjes,energie,725 kcal
34529,Oosterse mie met krokante speklapjes,koolhydraten,77 g
34530,Oosterse mie met krokante speklapjes,natrium,945 mg
34531,Oosterse mie met krokante speklapjes,eiwit,27 g
34532,Oosterse mie met krokante speklapjes,vet,32 g
34533,Oosterse mie met krokante speklapjes,waarvan verzadigd,10 g
34534,Oosterse mie met krokante speklapjes,vezels,8 g
34535,Miniquiches met groene salade,energie,590 kcal
34536,Miniquiches met groene salade,koolhydraten,38 g
34537,Miniquiches met groene salade,natrium,750 mg
34538,Miniquiches met groene salade,eiwit,19 g
34539,Miniquiches met groene salade,vet,39 g
34540,Miniquiches met groene salade,waarvan verzadigd,15 g
34541,Miniquiches met groene salade,vezels,3 g
34542,Kip Jambalaya,energie,455 kcal
34543,Kip Jambalaya,koolhydraten,65 g
34544,Kip Jambalaya,natrium,730 mg
34545,Kip Jambalaya,eiwit,26 g
34546,Kip Jambalaya,vet,9 g
34547,Kip Jambalaya,waarvan verzadigd,2 g
34548,Kip Jambalaya,vezels,9 g
34549,Groentelasagne met mortadella,energie,640 kcal
34550,Groentelasagne met mortadella,koolhydraten,64 g
34551,Groentelasagne met mortadella,natrium,1095 mg
34552,Groentelasagne met mortadella,eiwit,29 g
34553,Groentelasagne met mortadella,vet,28 g
34554,Groentelasagne met mortadella,waarvan verzadigd,10 g
34555,Groentelasagne met mortadella,vezels,10 g
34556,Maaltijdsalade met biefstukpuntjes,energie,405 kcal
34557,Maaltijdsalade met biefstukpuntjes,koolhydraten,42 g
34558,Maaltijdsalade met biefstukpuntjes,natrium,65 mg
34559,Maaltijdsalade met biefstukpuntjes,eiwit,27 g
34560,Maaltijdsalade met biefstukpuntjes,vet,12 g
34561,Maaltijdsalade met biefstukpuntjes,waarvan verzadigd,2 g
34562,Maaltijdsalade met biefstukpuntjes,vezels,8 g
34563,Green goddess paasontbijt,energie,495 kcal
34564,Green goddess paasontbijt,koolhydraten,28 g
34565,Green goddess paasontbijt,natrium,295 mg
34566,Green goddess paasontbijt,eiwit,13 g
34567,Green goddess paasontbijt,vet,34 g
34568,Green goddess paasontbijt,waarvan verzadigd,4 g
34569,Green goddess paasontbijt,vezels,13 g
34570,Ultieme paastaart,energie,600 kcal
34571,Ultieme paastaart,koolhydraten,84 g
34572,Ultieme paastaart,natrium,230 mg
34573,Ultieme paastaart,eiwit,7 g
34574,Ultieme paastaart,vet,26 g
34575,Ultieme paastaart,waarvan verzadigd,15 g
34576,Ultieme paastaart,vezels,2 g
34577,Broodkrans ,energie,335 kcal
34578,Broodkrans ,koolhydraten,57 g
34579,Broodkrans ,natrium,100 mg
34580,Broodkrans ,eiwit,10 g
34581,Broodkrans ,vet,7 g
34582,Broodkrans ,waarvan verzadigd,1 g
34583,Broodkrans ,vezels,3 g
34584,Exotische limoen-gember-mangokwarktaart ,energie,385 kcal
34585,Exotische limoen-gember-mangokwarktaart ,koolhydraten,37 g
34586,Exotische limoen-gember-mangokwarktaart ,natrium,75 mg
34587,Exotische limoen-gember-mangokwarktaart ,eiwit,6 g
34588,Exotische limoen-gember-mangokwarktaart ,vet,23 g
34589,Exotische limoen-gember-mangokwarktaart ,waarvan verzadigd,17 g
34590,Exotische limoen-gember-mangokwarktaart ,vezels,1 g
34591,Krokante kaneelkrans,energie,325 kcal
34592,Krokante kaneelkrans,koolhydraten,49 g
34593,Krokante kaneelkrans,natrium,255 mg
34594,Krokante kaneelkrans,eiwit,7 g
34595,Krokante kaneelkrans,vet,11 g
34596,Krokante kaneelkrans,waarvan verzadigd,5 g
34597,Krokante kaneelkrans,vezels,2 g
34598,Pizzabroodjes-krans,energie,580 kcal
34599,Pizzabroodjes-krans,koolhydraten,30 g
34600,Pizzabroodjes-krans,natrium,510 mg
34601,Pizzabroodjes-krans,eiwit,14 g
34602,Pizzabroodjes-krans,vet,44 g
34603,Pizzabroodjes-krans,waarvan verzadigd,15 g
34604,Pizzabroodjes-krans,vezels,3 g
34605,Limoncello-kwarktaart met cantuccinibodem,energie,405 kcal
34606,Limoncello-kwarktaart met cantuccinibodem,koolhydraten,36 g
34607,Limoncello-kwarktaart met cantuccinibodem,natrium,30 mg
34608,Limoncello-kwarktaart met cantuccinibodem,eiwit,7 g
34609,Limoncello-kwarktaart met cantuccinibodem,vet,24 g
34610,Limoncello-kwarktaart met cantuccinibodem,waarvan verzadigd,14 g
34611,Limoncello-kwarktaart met cantuccinibodem,vezels,1 g
34612,Meringuerozen,energie,55 kcal
34613,Meringuerozen,koolhydraten,13 g
34614,Meringuerozen,natrium,20 mg
34615,Meringuerozen,eiwit,1 g
34616,Meringuerozen,vet,0 g
34617,Meringuerozen,waarvan verzadigd,0 g
34618,Meringuerozen,vezels,1 g
34619,Pepperonibagel,energie,450 kcal
34620,Pepperonibagel,koolhydraten,50 g
34621,Pepperonibagel,natrium,950 mg
34622,Pepperonibagel,eiwit,19 g
34623,Pepperonibagel,vet,19 g
34624,Pepperonibagel,waarvan verzadigd,7 g
34625,Pepperonibagel,vezels,2 g
34626,Krokante minitortilla’s met geitenkaas en avocado,energie,465 kcal
34627,Krokante minitortilla’s met geitenkaas en avocado,koolhydraten,29 g
34628,Krokante minitortilla’s met geitenkaas en avocado,natrium,375 mg
34629,Krokante minitortilla’s met geitenkaas en avocado,eiwit,11 g
34630,Krokante minitortilla’s met geitenkaas en avocado,vet,32 g
34631,Krokante minitortilla’s met geitenkaas en avocado,waarvan verzadigd,7 g
34632,Krokante minitortilla’s met geitenkaas en avocado,vezels,6 g
34633,English breakfast,energie,660 kcal
34634,English breakfast,koolhydraten,53 g
34635,English breakfast,natrium,1455 mg
34636,English breakfast,eiwit,31 g
34637,English breakfast,vet,35 g
34638,English breakfast,waarvan verzadigd,12 g
34639,English breakfast,vezels,6 g
34640,Koolraapquiche met gerookte kip,energie,600 kcal
34641,Koolraapquiche met gerookte kip,koolhydraten,40 g
34642,Koolraapquiche met gerookte kip,natrium,1260 mg
34643,Koolraapquiche met gerookte kip,eiwit,24 g
34644,Koolraapquiche met gerookte kip,vet,37 g
34645,Koolraapquiche met gerookte kip,waarvan verzadigd,19 g
34646,Koolraapquiche met gerookte kip,vezels,5 g
34647,Vegetarische koolraapgoulash met rijst,energie,495 kcal
34648,Vegetarische koolraapgoulash met rijst,koolhydraten,66 g
34649,Vegetarische koolraapgoulash met rijst,natrium,890 mg
34650,Vegetarische koolraapgoulash met rijst,eiwit,16 g
34651,Vegetarische koolraapgoulash met rijst,vet,17 g
34652,Vegetarische koolraapgoulash met rijst,waarvan verzadigd,2 g
34653,Vegetarische koolraapgoulash met rijst,vezels,7 g
34654,"Fusilli met artisjok-preisaus, sardines en olijven",energie,740 kcal
34655,"Fusilli met artisjok-preisaus, sardines en olijven",koolhydraten,72 g
34656,"Fusilli met artisjok-preisaus, sardines en olijven",natrium,1090 mg
34657,"Fusilli met artisjok-preisaus, sardines en olijven",eiwit,29 g
34658,"Fusilli met artisjok-preisaus, sardines en olijven",vet,35 g
34659,"Fusilli met artisjok-preisaus, sardines en olijven",waarvan verzadigd,12 g
34660,"Fusilli met artisjok-preisaus, sardines en olijven",vezels,10 g
34661,Ham-kaaswitlof met romige aardappelpuree,energie,720 kcal
34662,Ham-kaaswitlof met romige aardappelpuree,koolhydraten,55 g
34663,Ham-kaaswitlof met romige aardappelpuree,natrium,870 mg
34664,Ham-kaaswitlof met romige aardappelpuree,eiwit,32 g
34665,Ham-kaaswitlof met romige aardappelpuree,vet,40 g
34666,Ham-kaaswitlof met romige aardappelpuree,waarvan verzadigd,21 g
34667,Ham-kaaswitlof met romige aardappelpuree,vezels,7 g
34668,In ketjap gemarineerde kip uit de oven met wokgroenten,energie,795 kcal
34669,In ketjap gemarineerde kip uit de oven met wokgroenten,koolhydraten,83 g
34670,In ketjap gemarineerde kip uit de oven met wokgroenten,natrium,1050 mg
34671,In ketjap gemarineerde kip uit de oven met wokgroenten,eiwit,43 g
34672,In ketjap gemarineerde kip uit de oven met wokgroenten,vet,30 g
34673,In ketjap gemarineerde kip uit de oven met wokgroenten,waarvan verzadigd,11 g
34674,In ketjap gemarineerde kip uit de oven met wokgroenten,vezels,10 g
34675,Spicy chocolademelk met rum,energie,315 kcal
34676,Spicy chocolademelk met rum,koolhydraten,11 g
34677,Spicy chocolademelk met rum,natrium,70 mg
34678,Spicy chocolademelk met rum,eiwit,7 g
34679,Spicy chocolademelk met rum,vet,20 g
34680,Spicy chocolademelk met rum,waarvan verzadigd,13 g
34681,Spicy chocolademelk met rum,vezels,2 g
34682,Zwaardvissteaks met tomatentartaar,energie,250 kcal
34683,Zwaardvissteaks met tomatentartaar,koolhydraten,8 g
34684,Zwaardvissteaks met tomatentartaar,natrium,645 mg
34685,Zwaardvissteaks met tomatentartaar,eiwit,22 g
34686,Zwaardvissteaks met tomatentartaar,vet,14 g
34687,Zwaardvissteaks met tomatentartaar,waarvan verzadigd,2 g
34688,Zwaardvissteaks met tomatentartaar,vezels,1 g
34689,Knapperige flowersprouts  ,energie,150 kcal
34690,Knapperige flowersprouts  ,koolhydraten,4 g
34691,Knapperige flowersprouts  ,natrium,460 mg
34692,Knapperige flowersprouts  ,eiwit,3 g
34693,Knapperige flowersprouts  ,vet,13 g
34694,Knapperige flowersprouts  ,waarvan verzadigd,2 g
34695,Knapperige flowersprouts  ,vezels,2 g
34696,Ginger-shandy-biercocktail,energie,120 kcal
34697,Ginger-shandy-biercocktail,koolhydraten,19 g
34698,Ginger-shandy-biercocktail,natrium,5 mg
34699,Ginger-shandy-biercocktail,eiwit,1 g
34700,Ginger-shandy-biercocktail,vezels,1 g
34701,Braziliaanse visstoof ,energie,680 kcal
34702,Braziliaanse visstoof ,koolhydraten,70 g
34703,Braziliaanse visstoof ,natrium,1475 mg
34704,Braziliaanse visstoof ,eiwit,46 g
34705,Braziliaanse visstoof ,vet,23 g
34706,Braziliaanse visstoof ,waarvan verzadigd,10 g
34707,Braziliaanse visstoof ,vezels,5 g
34708,Pornstar martini,energie,205 kcal
34709,Pornstar martini,koolhydraten,20 g
34710,Pornstar martini,natrium,30 mg
34711,Pornstar martini,eiwit,2 g
34712,Pornstar martini,vet,0 g
34713,Pornstar martini,waarvan verzadigd,0 g
34714,Pornstar martini,vezels,1 g
34715,Haricots vertssalade met gemarineerde octopus,energie,350 kcal
34716,Haricots vertssalade met gemarineerde octopus,koolhydraten,18 g
34717,Haricots vertssalade met gemarineerde octopus,natrium,225 mg
34718,Haricots vertssalade met gemarineerde octopus,eiwit,14 g
34719,Haricots vertssalade met gemarineerde octopus,vet,24 g
34720,Haricots vertssalade met gemarineerde octopus,waarvan verzadigd,3 g
34721,Haricots vertssalade met gemarineerde octopus,vezels,3 g
34722,Wraps met sprinkhanen,energie,700 kcal
34723,Wraps met sprinkhanen,koolhydraten,62 g
34724,Wraps met sprinkhanen,natrium,730 mg
34725,Wraps met sprinkhanen,eiwit,20 g
34726,Wraps met sprinkhanen,vet,38 g
34727,Wraps met sprinkhanen,waarvan verzadigd,5 g
34728,Wraps met sprinkhanen,vezels,15 g
34729,Vissaté met pittige satésaus ,energie,475 kcal
34730,Vissaté met pittige satésaus ,koolhydraten,11 g
34731,Vissaté met pittige satésaus ,natrium,565 mg
34732,Vissaté met pittige satésaus ,eiwit,29 g
34733,Vissaté met pittige satésaus ,vet,34 g
34734,Vissaté met pittige satésaus ,waarvan verzadigd,12 g
34735,Vissaté met pittige satésaus ,vezels,2 g
34736,Beer negroni (biercocktail),energie,260 kcal
34737,Beer negroni (biercocktail),koolhydraten,19 g
34738,Beer negroni (biercocktail),natrium,15 mg
34739,Beer negroni (biercocktail),eiwit,1 g
34740,Beer negroni (biercocktail),vezels,1 g
34741,Beerenburg haardvuurtje,energie,160 kcal
34742,Beerenburg haardvuurtje,koolhydraten,17 g
34743,Beerenburg haardvuurtje,natrium,2 mg
34744,Beerenburg haardvuurtje,eiwit,0 g
34745,Beerenburg haardvuurtje,vet,0 g
34746,Beerenburg haardvuurtje,waarvan verzadigd,0 g
34747,Beerenburg haardvuurtje,vezels,0 g
34748,Gevulde inktvis met halloumi in pittige tomaten-paprikasaus,energie,425 kcal
34749,Gevulde inktvis met halloumi in pittige tomaten-paprikasaus,koolhydraten,13 g
34750,Gevulde inktvis met halloumi in pittige tomaten-paprikasaus,natrium,1320 mg
34751,Gevulde inktvis met halloumi in pittige tomaten-paprikasaus,eiwit,38 g
34752,Gevulde inktvis met halloumi in pittige tomaten-paprikasaus,vet,24 g
34753,Gevulde inktvis met halloumi in pittige tomaten-paprikasaus,waarvan verzadigd,12 g
34754,Gevulde inktvis met halloumi in pittige tomaten-paprikasaus,vezels,2 g
34755,Calamaris met knoflook-citroensaus,energie,405 kcal
34756,Calamaris met knoflook-citroensaus,koolhydraten,22 g
34757,Calamaris met knoflook-citroensaus,natrium,205 mg
34758,Calamaris met knoflook-citroensaus,eiwit,23 g
34759,Calamaris met knoflook-citroensaus,vet,25 g
34760,Calamaris met knoflook-citroensaus,waarvan verzadigd,5 g
34761,Calamaris met knoflook-citroensaus,vezels,1 g
34762,Meelwormcurry met yoghurt &amp; naanbrood,energie,590 kcal
34763,Meelwormcurry met yoghurt &amp; naanbrood,koolhydraten,45 g
34764,Meelwormcurry met yoghurt &amp; naanbrood,natrium,750 mg
34765,Meelwormcurry met yoghurt &amp; naanbrood,eiwit,18 g
34766,Meelwormcurry met yoghurt &amp; naanbrood,vet,35 g
34767,Meelwormcurry met yoghurt &amp; naanbrood,waarvan verzadigd,21 g
34768,Meelwormcurry met yoghurt &amp; naanbrood,vezels,10 g
34769,Cavolo nero chips  ,energie,140 kcal
34770,Cavolo nero chips  ,koolhydraten,3 g
34771,Cavolo nero chips  ,natrium,150 mg
34772,Cavolo nero chips  ,eiwit,2 g
34773,Cavolo nero chips  ,vet,13 g
34774,Cavolo nero chips  ,waarvan verzadigd,2 g
34775,Cavolo nero chips  ,vezels,2 g
34776,Twix-brownietaart met karamelpopcorn,energie,585 kcal
34777,Twix-brownietaart met karamelpopcorn,koolhydraten,65 g
34778,Twix-brownietaart met karamelpopcorn,natrium,180 mg
34779,Twix-brownietaart met karamelpopcorn,eiwit,7 g
34780,Twix-brownietaart met karamelpopcorn,vet,32 g
34781,Twix-brownietaart met karamelpopcorn,waarvan verzadigd,19 g
34782,Twix-brownietaart met karamelpopcorn,vezels,4 g
34783,Indonesische zeebaarskebab met citroengras,energie,250 kcal
34784,Indonesische zeebaarskebab met citroengras,koolhydraten,13 g
34785,Indonesische zeebaarskebab met citroengras,natrium,1035 mg
34786,Indonesische zeebaarskebab met citroengras,eiwit,26 g
34787,Indonesische zeebaarskebab met citroengras,vet,10 g
34788,Indonesische zeebaarskebab met citroengras,waarvan verzadigd,8 g
34789,Indonesische zeebaarskebab met citroengras,vezels,1 g
34790,Gin-tonic met sinaasappel en kruidnagel,energie,180 kcal
34791,Gin-tonic met sinaasappel en kruidnagel,koolhydraten,16 g
34792,Gin-tonic met sinaasappel en kruidnagel,natrium,1 mg
34793,Gin-tonic met sinaasappel en kruidnagel,vet,1 g
34794,Gin-tonic met sinaasappel en kruidnagel,waarvan verzadigd,0 g
34795,Gin-tonic met sinaasappel en kruidnagel,vezels,1 g
34796,Steamed buns met 5 spice-eend ,energie,205 kcal
34797,Steamed buns met 5 spice-eend ,koolhydraten,23 g
34798,Steamed buns met 5 spice-eend ,natrium,520 mg
34799,Steamed buns met 5 spice-eend ,eiwit,7 g
34800,Steamed buns met 5 spice-eend ,vet,9 g
34801,Steamed buns met 5 spice-eend ,waarvan verzadigd,2 g
34802,Steamed buns met 5 spice-eend ,vezels,1 g
34803,Steamed buns met char siu varkensvlees,energie,220 kcal
34804,Steamed buns met char siu varkensvlees,koolhydraten,20 g
34805,Steamed buns met char siu varkensvlees,natrium,595 mg
34806,Steamed buns met char siu varkensvlees,eiwit,7 g
34807,Steamed buns met char siu varkensvlees,vet,12 g
34808,Steamed buns met char siu varkensvlees,waarvan verzadigd,4 g
34809,Steamed buns met char siu varkensvlees,vezels,1 g
34810,Steamed buns met pittige garnalen,energie,170 kcal
34811,Steamed buns met pittige garnalen,koolhydraten,17 g
34812,Steamed buns met pittige garnalen,natrium,480 mg
34813,Steamed buns met pittige garnalen,eiwit,6 g
34814,Steamed buns met pittige garnalen,vet,9 g
34815,Steamed buns met pittige garnalen,waarvan verzadigd,1 g
34816,Steamed buns met pittige garnalen,vezels,1 g
34817,Steamed buns met Koreaanse kip,energie,175 kcal
34818,Steamed buns met Koreaanse kip,koolhydraten,18 g
34819,Steamed buns met Koreaanse kip,natrium,455 mg
34820,Steamed buns met Koreaanse kip,eiwit,9 g
34821,Steamed buns met Koreaanse kip,vet,7 g
34822,Steamed buns met Koreaanse kip,waarvan verzadigd,2 g
34823,Steamed buns met Koreaanse kip,vezels,1 g
34824,Langzaamgegaard five spice buikspek,energie,870 kcal
34825,Langzaamgegaard five spice buikspek,koolhydraten,7 g
34826,Langzaamgegaard five spice buikspek,natrium,3600 mg
34827,Langzaamgegaard five spice buikspek,eiwit,38 g
34828,Langzaamgegaard five spice buikspek,vet,76 g
34829,Langzaamgegaard five spice buikspek,waarvan verzadigd,25 g
34830,Wontons met krab en limoenblad ,energie,75 kcal
34831,Wontons met krab en limoenblad ,koolhydraten,6 g
34832,Wontons met krab en limoenblad ,natrium,120 mg
34833,Wontons met krab en limoenblad ,eiwit,2 g
34834,Wontons met krab en limoenblad ,vet,4 g
34835,Wontons met krab en limoenblad ,waarvan verzadigd,1 g
34836,Wontons met krab en limoenblad ,vezels,0 g
34837,Wontons met varkensvlees en boerenkool,energie,80 kcal
34838,Wontons met varkensvlees en boerenkool,koolhydraten,4 g
34839,Wontons met varkensvlees en boerenkool,natrium,180 mg
34840,Wontons met varkensvlees en boerenkool,eiwit,2 g
34841,Wontons met varkensvlees en boerenkool,vet,6 g
34842,Wontons met varkensvlees en boerenkool,waarvan verzadigd,1 g
34843,Wontons met varkensvlees en boerenkool,vezels,0 g
34844,Wontons met hoisineend en sojadip,energie,85 kcal
34845,Wontons met hoisineend en sojadip,koolhydraten,4 g
34846,Wontons met hoisineend en sojadip,natrium,55 mg
34847,Wontons met hoisineend en sojadip,eiwit,3 g
